 168507108.733835,          183548030.900716,          980689884.043592,          113449769.80837,
83809523.0663671,          70028042.9728355,          969999511.06413 ,          649594755.551234,
74095747.7555781,          63109223.5847071,          414569372.120434,          117050397.388127,
275.562286163601,          455.481255291923,          57080.0581481389,          856.150893154493,
116.071057465303,          131.637985900208,          48685.9236340239,          5521.96243864561,
125.30134431683 ,          156.825010256518,          35753.4469400448,          973.586564307175,
69390887.1321735,          58647690.4452627,          381914094.91399 ,          105336703.172,
41391795.9973593,          28467218.4773562,          124931382.166023,          199884449.32943,
0               ,          0               ,          0               ,          0,
117.756728606102,          146.242807440587,          33670.9833609625,          875.785411429572,
77.9809915238803,          81.3104270932051,          18942.0779338489,          1739.53701145157,
78348597.7014466,          74476798.68739  ,          129878053.878767,          35973667.5781592,
0               ,          0               ,          0               ,          0,
0               ,          0               ,          0               ,          0,
147.509252629248,          212.485625351964,          19477.1585267035,          313.093064500586,
0               ,          0               ,          0               ,          0,
0               ,          0               ,          0               ,          0,
0               ,          0               ,          0               ,          0,
0               ,          0               ,          0               ,          0,
0               ,          0               ,          0               ,          0,
0               ,          0               ,          0               ,          0,
